scenario,method,task_id,seed,team_reward,receiver_1_reward,receiver_2_reward,receiver_3_reward,receiver_1_injected,receiver_2_injected,receiver_3_injected,receiver_1_positive,receiver_2_positive,receiver_3_positive,receiver_1_negative,receiver_2_negative,receiver_3_negative,receiver_disagreement_std
database,retrieval,database:94,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,-0.33333333333333337,3,3,3,0,0,0,0,0,1,0.0
database,smtr_uniform,database:94,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
database,smtr_receiver,database:94,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
database,no_memory,database:94,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
database,full_memory,database:94,1,1.1666666666666667,0.8333333333333334,0.8333333333333334,1.8333333333333335,6,6,6,1,1,1,1,1,0,0.0
database,retrieval,database:94,1,1.8333333333333333,1.8333333333333335,1.8333333333333335,1.8333333333333335,3,3,3,1,1,1,0,0,0,0.0
database,smtr_uniform,database:94,1,1.8333333333333333,1.8333333333333335,1.8333333333333335,1.8333333333333335,1,1,1,1,1,1,0,0,0,0.0
database,smtr_receiver,database:94,1,1.8333333333333333,1.8333333333333335,1.8333333333333335,1.8333333333333335,1,1,1,1,1,1,0,0,0,0.0
database,no_memory,database:94,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
database,full_memory,database:94,2,-3.700743415417188e-17,0.3333333333333333,0.3333333333333333,-0.6666666666666667,6,6,6,1,1,1,1,1,2,0.0
database,retrieval,database:94,2,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,3,3,3,1,1,1,0,0,1,0.0
database,smtr_uniform,database:94,2,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1,1,1,1,1,1,0,0,0,0.0
database,smtr_receiver,database:94,2,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1,1,1,1,1,1,0,0,0,0.0
database,no_memory,database:94,3,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0
database,full_memory,database:94,3,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1666666666666665,6,6,6,3,3,3,0,0,0,0.0
database,retrieval,database:94,3,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,3,3,3,1,1,1,0,0,0,0.0
database,smtr_uniform,database:94,3,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1666666666666665,3,3,3,3,3,3,0,0,0,0.0
database,smtr_receiver,database:94,3,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1666666666666665,3,3,3,3,3,3,0,0,0,0.0
database,no_memory,database:94,4,0.888888888888889,0.8333333333333334,0.8333333333333334,1.0,0,0,0,0,0,0,0,0,0,0.0
database,full_memory,database:94,4,-1.111111111111111,-1.1666666666666665,-1.1666666666666665,-1.0,6,6,6,0,0,0,2,2,2,0.0
database,retrieval,database:94,4,-0.4444444444444444,-0.16666666666666663,-0.16666666666666663,-1.0,3,3,3,0,0,0,1,1,2,0.0
database,smtr_uniform,database:94,4,0.888888888888889,0.8333333333333334,0.8333333333333334,1.0,0,0,0,0,0,0,0,0,0,0.0
database,smtr_receiver,database:94,4,0.888888888888889,0.8333333333333334,0.8333333333333334,1.0,0,0,0,0,0,0,0,0,0,0.0
database,no_memory,database:95,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
database,full_memory,database:95,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,6,6,6,0,0,1,0,0,0,0.0
database,retrieval,database:95,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,3,3,3,0,0,1,0,0,0,0.0
database,smtr_uniform,database:95,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,1,1,1,0,0,1,0,0,0,0.0
database,smtr_receiver,database:95,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,0,0,1,0,0,1,0,0,0,0.4714045207910317
database,no_memory,database:95,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
database,full_memory,database:95,1,-1.0000000000000002,-1.3333333333333335,-0.33333333333333337,-1.3333333333333335,6,6,6,0,0,0,2,1,2,0.0
database,retrieval,database:95,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,3,3,0,0,0,0,0,0,0.0
database,smtr_uniform,database:95,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
database,smtr_receiver,database:95,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
database,no_memory,database:95,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
database,full_memory,database:95,2,0.6666666666666666,0.6666666666666666,-0.33333333333333337,1.6666666666666665,6,6,6,2,1,2,2,2,1,0.0
database,retrieval,database:95,2,-3.700743415417188e-17,-0.33333333333333337,-0.33333333333333337,0.6666666666666666,3,3,3,1,1,1,2,2,1,0.0
database,smtr_uniform,database:95,2,2.3333333333333335,2.6666666666666665,1.6666666666666665,2.6666666666666665,2,2,2,2,1,2,0,0,0,0.0
database,smtr_receiver,database:95,2,2.3333333333333335,2.6666666666666665,1.6666666666666665,2.6666666666666665,2,1,2,2,1,2,0,0,0,0.4714045207910317
database,no_memory,database:95,3,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
database,full_memory,database:95,3,0.1666666666666667,-0.16666666666666663,-0.16666666666666663,0.8333333333333334,6,6,6,0,0,0,1,1,0,0.0
database,retrieval,database:95,3,0.1666666666666667,-0.16666666666666663,-0.16666666666666663,0.8333333333333334,3,3,3,0,0,0,1,1,0,0.0
database,smtr_uniform,database:95,3,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
database,smtr_receiver,database:95,3,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
database,no_memory,database:95,4,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
database,full_memory,database:95,4,-0.8333333333333334,-1.5,-0.5,-0.5,6,6,6,0,0,1,2,1,2,0.0
database,retrieval,database:95,4,0.8333333333333334,0.5,0.5,1.5,3,3,3,0,0,1,0,0,0,0.0
database,smtr_uniform,database:95,4,0.8333333333333334,0.5,0.5,1.5,1,1,1,0,0,1,0,0,0,0.0
database,smtr_receiver,database:95,4,0.8333333333333334,0.5,0.5,1.5,0,0,1,0,0,1,0,0,0,0.4714045207910317
database,no_memory,database:96,0,0.5555555555555555,0.5,0.5,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
database,full_memory,database:96,0,1.222222222222222,1.5,1.5,0.6666666666666666,6,6,6,1,2,1,0,1,1,0.0
database,retrieval,database:96,0,0.5555555555555555,0.5,1.5,-0.33333333333333337,3,3,3,0,1,0,0,0,1,0.0
database,smtr_uniform,database:96,0,1.5555555555555554,1.5,1.5,1.6666666666666665,1,1,1,1,1,1,0,0,0,0.0
database,smtr_receiver,database:96,0,1.8888888888888886,1.5,2.5,1.6666666666666665,1,2,1,1,2,1,0,0,0,0.4714045207910317
database,no_memory,database:96,1,0.38888888888888884,0.3333333333333333,0.3333333333333333,0.5,0,0,0,0,0,0,0,0,0,0.0
database,full_memory,database:96,1,1.0555555555555556,1.3333333333333333,1.3333333333333333,0.5,6,6,6,2,2,2,1,1,2,0.0
database,retrieval,database:96,1,-0.6111111111111112,-0.6666666666666667,0.3333333333333333,-1.5,3,3,3,0,1,0,1,1,2,0.0
database,smtr_uniform,database:96,1,2.055555555555556,2.3333333333333335,1.3333333333333333,2.5,2,2,2,2,1,2,0,0,0,0.0
database,smtr_receiver,database:96,1,2.388888888888889,2.3333333333333335,2.3333333333333335,2.5,2,2,2,2,2,2,0,0,0,0.0
database,no_memory,database:96,2,0.4444444444444444,0.3333333333333333,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
database,full_memory,database:96,2,-1.888888888888889,-1.6666666666666667,-1.5,-2.5,6,6,6,0,1,0,2,3,3,0.0
database,retrieval,database:96,2,-0.5555555555555556,-0.6666666666666667,0.5,-1.5,3,3,3,0,1,0,1,1,2,0.0
database,smtr_uniform,database:96,2,0.4444444444444444,0.3333333333333333,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
database,smtr_receiver,database:96,2,0.7777777777777777,0.3333333333333333,1.5,0.5,0,1,0,0,1,0,0,0,0,0.4714045207910317
database,no_memory,database:96,3,0.38888888888888884,0.3333333333333333,0.3333333333333333,0.5,0,0,0,0,0,0,0,0,0,0.0
database,full_memory,database:96,3,1.7222222222222223,3.3333333333333335,1.3333333333333333,0.5,6,6,6,3,2,1,0,1,1,0.0
database,retrieval,database:96,3,1.7222222222222223,2.3333333333333335,2.3333333333333335,0.5,3,3,3,2,2,1,0,0,1,0.0
database,smtr_uniform,database:96,3,2.055555555555556,3.3333333333333335,2.3333333333333335,0.5,3,3,3,3,2,1,0,0,1,0.0
database,smtr_receiver,database:96,3,2.388888888888889,3.3333333333333335,2.3333333333333335,1.5,3,2,1,3,2,1,0,0,0,0.816496580927726
database,no_memory,database:96,4,0.5555555555555555,0.5,0.6666666666666666,0.5,0,0,0,0,0,0,0,0,0,0.0
database,full_memory,database:96,4,1.8888888888888886,2.5,0.6666666666666666,2.5,6,6,6,2,1,2,0,1,0,0.0
database,retrieval,database:96,4,1.222222222222222,1.5,0.6666666666666666,1.5,3,3,3,1,0,1,0,0,0,0.0
database,smtr_uniform,database:96,4,2.222222222222222,2.5,1.6666666666666665,2.5,2,2,2,2,1,2,0,0,0,0.0
database,smtr_receiver,database:96,4,2.222222222222222,2.5,1.6666666666666665,2.5,2,1,2,2,1,2,0,0,0,0.4714045207910317
database,no_memory,database:98,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
database,full_memory,database:98,0,-0.16666666666666666,-0.5,-0.5,0.5,6,6,6,0,0,1,1,1,1,0.0
database,retrieval,database:98,0,0.8333333333333334,0.5,0.5,1.5,3,3,3,0,0,1,0,0,0,0.0
database,smtr_uniform,database:98,0,0.8333333333333334,0.5,0.5,1.5,1,1,1,0,0,1,0,0,0,0.0
database,smtr_receiver,database:98,0,0.8333333333333334,0.5,0.5,1.5,0,0,1,0,0,1,0,0,0,0.4714045207910317
database,no_memory,database:98,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
database,full_memory,database:98,1,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,6,6,6,1,1,1,0,0,0,0.0
database,retrieval,database:98,1,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,3,3,3,1,1,1,0,0,0,0.0
database,smtr_uniform,database:98,1,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,2,2,2,1,1,1,0,0,0,0.0
database,smtr_receiver,database:98,1,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1,1,1,1,1,1,0,0,0,0.0
database,no_memory,database:98,2,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
database,full_memory,database:98,2,-0.5,-0.5,-0.5,-0.5,6,6,6,1,0,1,2,1,2,0.0
database,retrieval,database:98,2,0.16666666666666666,-0.5,0.5,0.5,3,3,3,0,0,1,1,0,1,0.0
database,smtr_uniform,database:98,2,1.1666666666666667,1.5,0.5,1.5,2,2,2,1,0,1,0,0,0,0.0
database,smtr_receiver,database:98,2,1.1666666666666667,1.5,0.5,1.5,1,0,1,1,0,1,0,0,0,0.4714045207910317
database,no_memory,database:98,3,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
database,full_memory,database:98,3,-0.5,-0.5,-1.5,0.5,6,6,6,1,0,1,2,2,1,0.0
database,retrieval,database:98,3,0.16666666666666666,-0.5,-0.5,1.5,3,3,3,0,0,1,1,1,0,0.0
database,smtr_uniform,database:98,3,1.1666666666666667,1.5,0.5,1.5,2,2,2,1,0,1,0,0,0,0.0
database,smtr_receiver,database:98,3,1.1666666666666667,1.5,0.5,1.5,1,0,1,1,0,1,0,0,0,0.4714045207910317
database,no_memory,database:98,4,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
database,full_memory,database:98,4,-0.8333333333333334,-0.5,-1.5,-0.5,6,6,6,1,0,0,2,2,1,0.0
database,retrieval,database:98,4,-0.16666666666666666,-0.5,-0.5,0.5,3,3,3,0,0,0,1,1,0,0.0
database,smtr_uniform,database:98,4,0.8333333333333334,1.5,0.5,0.5,1,1,1,1,0,0,0,0,0,0.0
database,smtr_receiver,database:98,4,0.8333333333333334,1.5,0.5,0.5,1,0,0,1,0,0,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:100,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:100,0,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,6,6,6,2,2,1,1,1,0,0.0
minecraft,retrieval,minecraft:100,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,3,3,3,1,1,0,1,1,0,0.0
minecraft,smtr_uniform,minecraft:100,0,1.8333333333333333,2.1666666666666665,2.1666666666666665,1.1666666666666667,2,2,2,2,2,1,0,0,0,0.0
minecraft,smtr_receiver,minecraft:100,0,1.8333333333333333,2.1666666666666665,2.1666666666666665,1.1666666666666667,2,2,1,2,2,1,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:100,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:100,1,0.16666666666666666,-0.5,0.5,0.5,6,6,6,1,1,0,2,1,0,0.0
minecraft,retrieval,minecraft:100,1,0.5,0.5,0.5,0.5,3,3,3,1,1,0,1,1,0,0.0
minecraft,smtr_uniform,minecraft:100,1,1.1666666666666667,1.5,1.5,0.5,1,1,1,1,1,0,0,0,0,0.0
minecraft,smtr_receiver,minecraft:100,1,1.1666666666666667,1.5,1.5,0.5,1,1,0,1,1,0,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:100,2,0.5555555555555555,0.5,0.6666666666666666,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:100,2,-0.4444444444444445,-0.5,-1.3333333333333335,0.5,6,6,6,1,1,1,2,3,1,0.0
minecraft,retrieval,minecraft:100,2,0.5555555555555555,0.5,-0.33333333333333337,1.5,3,3,3,1,1,1,1,2,0,0.0
minecraft,smtr_uniform,minecraft:100,2,1.5555555555555554,1.5,1.6666666666666665,1.5,1,1,1,1,1,1,0,0,0,0.0
minecraft,smtr_receiver,minecraft:100,2,1.5555555555555554,1.5,1.6666666666666665,1.5,1,1,1,1,1,1,0,0,0,0.0
minecraft,no_memory,minecraft:100,3,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:100,3,1.1666666666666667,2.5,0.5,0.5,6,6,6,2,1,0,0,1,0,0.0
minecraft,retrieval,minecraft:100,3,0.16666666666666666,0.5,-0.5,0.5,3,3,3,0,0,0,0,1,0,0.0
minecraft,smtr_uniform,minecraft:100,3,1.5,2.5,1.5,0.5,2,2,2,2,1,0,0,0,0,0.0
minecraft,smtr_receiver,minecraft:100,3,1.5,2.5,1.5,0.5,2,1,0,2,1,0,0,0,0,0.816496580927726
minecraft,no_memory,minecraft:100,4,0.38888888888888884,0.3333333333333333,0.5,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:100,4,-0.6111111111111113,-0.6666666666666667,-1.5,0.3333333333333333,6,6,6,0,0,0,1,2,0,0.0
minecraft,retrieval,minecraft:100,4,-0.6111111111111113,-0.6666666666666667,-1.5,0.3333333333333333,3,3,3,0,0,0,1,2,0,0.0
minecraft,smtr_uniform,minecraft:100,4,0.38888888888888884,0.3333333333333333,0.5,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
minecraft,smtr_receiver,minecraft:100,4,0.38888888888888884,0.3333333333333333,0.5,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
minecraft,no_memory,minecraft:11,0,0.1111111111111111,0.0,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:11,0,2.111111111111111,3.0,1.1666666666666667,2.1666666666666665,6,6,6,3,2,3,0,1,1,0.0
minecraft,retrieval,minecraft:11,0,0.7777777777777778,1.0,0.16666666666666666,1.1666666666666667,3,3,3,1,0,1,0,0,0,0.0
minecraft,smtr_uniform,minecraft:11,0,2.7777777777777772,3.0,2.1666666666666665,3.1666666666666665,3,3,3,3,2,3,0,0,0,0.0
minecraft,smtr_receiver,minecraft:11,0,2.7777777777777772,3.0,2.1666666666666665,3.1666666666666665,3,2,3,3,2,3,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:11,1,0.5,0.3333333333333333,0.6666666666666666,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:11,1,0.5,1.3333333333333333,-0.33333333333333337,0.5,6,6,6,1,1,1,0,2,1,0.0
minecraft,retrieval,minecraft:11,1,0.16666666666666666,0.3333333333333333,-0.33333333333333337,0.5,3,3,3,0,0,0,0,1,0,0.0
minecraft,smtr_uniform,minecraft:11,1,1.5,1.3333333333333333,1.6666666666666665,1.5,1,1,1,1,1,1,0,0,0,0.0
minecraft,smtr_receiver,minecraft:11,1,1.5,1.3333333333333333,1.6666666666666665,1.5,1,1,1,1,1,1,0,0,0,0.0
minecraft,no_memory,minecraft:11,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:11,2,1.6666666666666667,2.6666666666666665,0.6666666666666666,1.6666666666666665,6,6,6,2,2,2,0,2,1,0.0
minecraft,retrieval,minecraft:11,2,1.3333333333333333,1.6666666666666665,0.6666666666666666,1.6666666666666665,3,3,3,1,1,1,0,1,0,0.0
minecraft,smtr_uniform,minecraft:11,2,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,2,2,2,2,2,2,0,0,0,0.0
minecraft,smtr_receiver,minecraft:11,2,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,2,2,2,2,2,2,0,0,0,0.0
minecraft,no_memory,minecraft:11,3,0.5,0.3333333333333333,0.6666666666666666,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:11,3,1.5,2.3333333333333335,0.6666666666666666,1.5,6,6,6,2,2,2,0,2,1,0.0
minecraft,retrieval,minecraft:11,3,0.16666666666666666,0.3333333333333333,-0.33333333333333337,0.5,3,3,3,0,0,0,0,1,0,0.0
minecraft,smtr_uniform,minecraft:11,3,2.5,2.3333333333333335,2.6666666666666665,2.5,2,2,2,2,2,2,0,0,0,0.0
minecraft,smtr_receiver,minecraft:11,3,2.5,2.3333333333333335,2.6666666666666665,2.5,2,2,2,2,2,2,0,0,0,0.0
minecraft,no_memory,minecraft:11,4,0.38888888888888884,0.3333333333333333,0.5,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:11,4,1.388888888888889,2.3333333333333335,-0.5,2.3333333333333335,6,6,6,2,1,2,0,2,0,0.0
minecraft,retrieval,minecraft:11,4,1.7222222222222223,2.3333333333333335,0.5,2.3333333333333335,3,3,3,2,1,2,0,1,0,0.0
minecraft,smtr_uniform,minecraft:11,4,1.7222222222222223,2.3333333333333335,0.5,2.3333333333333335,2,2,2,2,1,2,0,1,0,0.0
minecraft,smtr_receiver,minecraft:11,4,2.055555555555556,2.3333333333333335,1.5,2.3333333333333335,2,1,2,2,1,2,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:12,0,0.5555555555555555,0.5,0.5,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:12,0,-0.11111111111111116,1.5,-0.5,-1.3333333333333335,6,6,6,2,0,1,1,1,3,0.0
minecraft,retrieval,minecraft:12,0,-0.11111111111111116,0.5,0.5,-1.3333333333333335,3,3,3,0,0,0,0,0,2,0.0
minecraft,smtr_uniform,minecraft:12,0,1.5555555555555554,2.5,0.5,1.6666666666666665,2,2,2,2,0,1,0,0,0,0.0
minecraft,smtr_receiver,minecraft:12,0,1.5555555555555554,2.5,0.5,1.6666666666666665,2,0,1,2,0,1,0,0,0,0.816496580927726
minecraft,no_memory,minecraft:12,1,0.7222222222222222,0.6666666666666666,0.6666666666666666,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:12,1,-0.9444444444444445,-0.33333333333333337,-1.3333333333333335,-1.1666666666666665,6,6,6,1,0,1,2,2,3,0.0
minecraft,retrieval,minecraft:12,1,-1.6111111111111114,-1.3333333333333335,-1.3333333333333335,-2.1666666666666665,3,3,3,0,0,0,2,2,3,0.0
minecraft,smtr_uniform,minecraft:12,1,1.3888888888888886,1.6666666666666665,0.6666666666666666,1.8333333333333335,1,1,1,1,0,1,0,0,0,0.0
minecraft,smtr_receiver,minecraft:12,1,1.3888888888888886,1.6666666666666665,0.6666666666666666,1.8333333333333335,1,0,1,1,0,1,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:12,2,0.5555555555555555,0.5,0.5,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:12,2,-0.7777777777777778,-0.5,0.5,-2.3333333333333335,6,6,6,0,1,0,1,1,3,0.0
minecraft,retrieval,minecraft:12,2,-1.1111111111111112,-0.5,-0.5,-2.3333333333333335,3,3,3,0,0,0,1,1,3,0.0
minecraft,smtr_uniform,minecraft:12,2,0.8888888888888888,0.5,1.5,0.6666666666666666,1,1,1,0,1,0,0,0,0,0.0
minecraft,smtr_receiver,minecraft:12,2,0.8888888888888888,0.5,1.5,0.6666666666666666,0,1,0,0,1,0,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:12,3,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:12,3,-0.5,-1.5,0.5,-0.5,6,6,6,1,1,1,3,1,2,0.0
minecraft,retrieval,minecraft:12,3,0.5,0.5,0.5,0.5,3,3,3,1,1,1,1,1,1,0.0
minecraft,smtr_uniform,minecraft:12,3,1.5,1.5,1.5,1.5,1,1,1,1,1,1,0,0,0,0.0
minecraft,smtr_receiver,minecraft:12,3,1.5,1.5,1.5,1.5,1,1,1,1,1,1,0,0,0,0.0
minecraft,no_memory,minecraft:12,4,0.7222222222222222,0.6666666666666666,0.6666666666666666,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:12,4,-0.27777777777777773,-0.33333333333333337,0.6666666666666666,-1.1666666666666665,6,6,6,0,1,0,1,1,2,0.0
minecraft,retrieval,minecraft:12,4,-0.611111111111111,-0.33333333333333337,-0.33333333333333337,-1.1666666666666665,3,3,3,0,0,0,1,1,2,0.0
minecraft,smtr_uniform,minecraft:12,4,1.0555555555555556,0.6666666666666666,1.6666666666666665,0.8333333333333334,1,1,1,0,1,0,0,0,0,0.0
minecraft,smtr_receiver,minecraft:12,4,1.0555555555555556,0.6666666666666666,1.6666666666666665,0.8333333333333334,0,1,0,0,1,0,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:14,0,0.38888888888888884,0.3333333333333333,0.3333333333333333,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:14,0,0.055555555555555504,0.3333333333333333,1.3333333333333333,-1.5,6,6,6,1,2,1,1,1,3,0.0
minecraft,retrieval,minecraft:14,0,0.055555555555555546,0.3333333333333333,0.3333333333333333,-0.5,3,3,3,1,1,1,1,1,2,0.0
minecraft,smtr_uniform,minecraft:14,0,1.3888888888888886,1.3333333333333333,1.3333333333333333,1.5,1,1,1,1,1,1,0,0,0,0.0
minecraft,smtr_receiver,minecraft:14,0,1.7222222222222223,1.3333333333333333,2.3333333333333335,1.5,1,2,1,1,2,1,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:14,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:14,1,1.8333333333333333,1.5,2.5,1.5,6,6,6,2,2,2,1,0,1,0.0
minecraft,retrieval,minecraft:14,1,2.5,2.5,2.5,2.5,3,3,3,2,2,2,0,0,0,0.0
minecraft,smtr_uniform,minecraft:14,1,2.5,2.5,2.5,2.5,2,2,2,2,2,2,0,0,0,0.0
minecraft,smtr_receiver,minecraft:14,1,2.5,2.5,2.5,2.5,2,2,2,2,2,2,0,0,0,0.0
minecraft,no_memory,minecraft:14,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:14,2,-0.3333333333333334,-0.33333333333333337,0.6666666666666666,-1.3333333333333335,6,6,6,1,1,0,2,1,2,0.0
minecraft,retrieval,minecraft:14,2,0.3333333333333333,-0.33333333333333337,0.6666666666666666,0.6666666666666666,3,3,3,0,0,0,1,0,0,0.0
minecraft,smtr_uniform,minecraft:14,2,1.3333333333333333,1.6666666666666665,1.6666666666666665,0.6666666666666666,1,1,1,1,1,0,0,0,0,0.0
minecraft,smtr_receiver,minecraft:14,2,1.3333333333333333,1.6666666666666665,1.6666666666666665,0.6666666666666666,1,1,0,1,1,0,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:14,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:14,3,0.33333333333333326,1.3333333333333333,0.3333333333333333,-0.6666666666666667,6,6,6,1,0,0,0,0,1,0.0
minecraft,retrieval,minecraft:14,3,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.3333333333333333,3,3,3,1,0,0,0,0,0,0.0
minecraft,smtr_uniform,minecraft:14,3,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,1,1,0,0,0,0,0,0.0
minecraft,smtr_receiver,minecraft:14,3,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.3333333333333333,1,0,0,1,0,0,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:14,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
minecraft,full_memory,minecraft:14,4,1.3333333333333333,2.3333333333333335,1.3333333333333333,0.3333333333333333,6,6,6,3,2,2,1,1,2,0.0
minecraft,retrieval,minecraft:14,4,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,3,3,3,1,1,1,0,0,1,0.0
minecraft,smtr_uniform,minecraft:14,4,2.6666666666666665,3.3333333333333335,2.3333333333333335,2.3333333333333335,3,3,3,3,2,2,0,0,0,0.0
minecraft,smtr_receiver,minecraft:14,4,2.6666666666666665,3.3333333333333335,2.3333333333333335,2.3333333333333335,3,2,2,3,2,2,0,0,0,0.4714045207910317
minecraft,no_memory,minecraft:16,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
