scenario,method,task_id,seed,team_reward,receiver_1_reward,receiver_2_reward,receiver_3_reward,receiver_1_injected,receiver_2_injected,receiver_3_injected,receiver_1_positive,receiver_2_positive,receiver_3_positive,receiver_1_negative,receiver_2_negative,receiver_3_negative,receiver_disagreement_std
bargaining,full_memory,bargaining:61,0,0.2222222222222222,0.5,-0.5,0.6666666666666666,6,6,6,1,0,1,1,1,1,0.0
bargaining,retrieval,bargaining:61,0,0.2222222222222222,0.5,0.5,-0.33333333333333337,3,3,3,0,0,0,0,0,1,0.0
bargaining,smtr_uniform,bargaining:61,0,1.222222222222222,1.5,0.5,1.6666666666666665,1,1,1,1,0,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:61,0,1.222222222222222,1.5,0.5,1.6666666666666665,1,0,1,1,0,1,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:61,1,0.6666666666666666,0.5,0.6666666666666666,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:61,1,-1.6666666666666667,-1.5,-1.3333333333333335,-2.1666666666666665,6,6,6,0,0,1,2,2,4,0.0
bargaining,retrieval,bargaining:61,1,0.0,-0.5,0.6666666666666666,-0.16666666666666663,3,3,3,0,0,1,1,0,2,0.0
bargaining,smtr_uniform,bargaining:61,1,1.0,0.5,0.6666666666666666,1.8333333333333335,1,1,1,0,0,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:61,1,1.0,0.5,0.6666666666666666,1.8333333333333335,0,0,1,0,0,1,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:61,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:61,2,-3.700743415417188e-17,0.6666666666666666,-0.33333333333333337,-0.33333333333333337,6,6,6,1,1,2,1,2,3,0.0
bargaining,retrieval,bargaining:61,2,-3.700743415417188e-17,-0.33333333333333337,0.6666666666666666,-0.33333333333333337,3,3,3,0,0,1,1,0,2,0.0
bargaining,smtr_uniform,bargaining:61,2,2.0,1.6666666666666665,1.6666666666666665,2.6666666666666665,2,2,2,1,1,2,0,0,0,0.0
bargaining,smtr_receiver,bargaining:61,2,2.0,1.6666666666666665,1.6666666666666665,2.6666666666666665,1,1,2,1,1,2,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:61,3,0.7777777777777778,0.6666666666666666,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:61,3,-1.8888888888888886,-1.3333333333333335,-2.1666666666666665,-2.1666666666666665,6,6,6,0,0,0,2,3,3,0.0
bargaining,retrieval,bargaining:61,3,-0.2222222222222222,-0.33333333333333337,-0.16666666666666663,-0.16666666666666663,3,3,3,0,0,0,1,1,1,0.0
bargaining,smtr_uniform,bargaining:61,3,0.7777777777777778,0.6666666666666666,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:61,3,0.7777777777777778,0.6666666666666666,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
bargaining,no_memory,bargaining:61,4,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:61,4,-0.5,0.6666666666666666,-1.0,-1.1666666666666665,6,6,6,0,0,0,0,2,2,0.0
bargaining,retrieval,bargaining:61,4,0.5,0.6666666666666666,1.0,-0.16666666666666663,3,3,3,0,0,0,0,0,1,0.0
bargaining,smtr_uniform,bargaining:61,4,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:61,4,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
bargaining,no_memory,bargaining:62,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:62,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,6,6,6,0,0,0,0,0,0,0.0
bargaining,retrieval,bargaining:62,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,3,3,0,0,0,0,0,0,0.0
bargaining,smtr_uniform,bargaining:62,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:62,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,no_memory,bargaining:62,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:62,1,-3.700743415417188e-17,-0.33333333333333337,0.6666666666666666,-0.33333333333333337,6,6,6,1,1,1,2,1,2,0.0
bargaining,retrieval,bargaining:62,1,-1.0000000000000002,-1.3333333333333335,-0.33333333333333337,-1.3333333333333335,3,3,3,0,0,0,2,1,2,0.0
bargaining,smtr_uniform,bargaining:62,1,1.6666666666666667,1.6666666666666665,1.6666666666666665,1.6666666666666665,1,1,1,1,1,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:62,1,1.6666666666666667,1.6666666666666665,1.6666666666666665,1.6666666666666665,1,1,1,1,1,1,0,0,0,0.0
bargaining,no_memory,bargaining:62,2,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:62,2,-0.8333333333333334,-0.5,-1.5,-0.5,6,6,6,1,0,1,2,2,2,0.0
bargaining,retrieval,bargaining:62,2,0.16666666666666666,0.5,-0.5,0.5,3,3,3,1,0,1,1,1,1,0.0
bargaining,smtr_uniform,bargaining:62,2,1.1666666666666667,1.5,0.5,1.5,1,1,1,1,0,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:62,2,1.1666666666666667,1.5,0.5,1.5,1,0,1,1,0,1,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:62,3,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:62,3,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,6,6,6,1,1,1,1,1,1,0.0
bargaining,retrieval,bargaining:62,3,-0.8333333333333334,-0.8333333333333334,-0.8333333333333334,-0.8333333333333334,3,3,3,0,0,0,1,1,1,0.0
bargaining,smtr_uniform,bargaining:62,3,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1,1,1,1,1,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:62,3,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1,1,1,1,1,1,0,0,0,0.0
bargaining,no_memory,bargaining:62,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:62,4,-0.3333333333333333,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,6,6,6,1,1,1,2,2,2,0.0
bargaining,retrieval,bargaining:62,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,3,3,1,1,1,1,1,1,0.0
bargaining,smtr_uniform,bargaining:62,4,1.6666666666666667,1.6666666666666665,1.6666666666666665,1.6666666666666665,1,1,1,1,1,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:62,4,1.6666666666666667,1.6666666666666665,1.6666666666666665,1.6666666666666665,1,1,1,1,1,1,0,0,0,0.0
bargaining,no_memory,bargaining:64,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:64,0,-3.700743415417188e-17,0.3333333333333333,-0.6666666666666667,0.3333333333333333,6,6,6,1,0,1,1,1,1,0.0
bargaining,retrieval,bargaining:64,0,-0.6666666666666666,-0.6666666666666667,-0.6666666666666667,-0.6666666666666667,3,3,3,0,0,0,1,1,1,0.0
bargaining,smtr_uniform,bargaining:64,0,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,1,1,1,1,0,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:64,0,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,1,0,1,1,0,1,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:64,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:64,1,0.9999999999999999,0.6666666666666666,1.6666666666666665,0.6666666666666666,6,6,6,0,1,0,0,0,0,0.0
bargaining,retrieval,bargaining:64,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,3,3,0,0,0,0,0,0,0.0
bargaining,smtr_uniform,bargaining:64,1,0.9999999999999999,0.6666666666666666,1.6666666666666665,0.6666666666666666,1,1,1,0,1,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:64,1,0.9999999999999999,0.6666666666666666,1.6666666666666665,0.6666666666666666,0,1,0,0,1,0,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:64,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:64,2,1.0,1.0,1.0,1.0,6,6,6,1,1,1,0,0,0,0.0
bargaining,retrieval,bargaining:64,2,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0,0,0,0.0
bargaining,smtr_uniform,bargaining:64,2,1.0,1.0,1.0,1.0,2,2,2,1,1,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:64,2,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,0,0,0.0
bargaining,no_memory,bargaining:64,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:64,3,-7.401486830834377e-17,-0.6666666666666667,1.3333333333333333,-0.6666666666666667,6,6,6,1,3,1,2,2,2,0.0
bargaining,retrieval,bargaining:64,3,-0.6666666666666666,-0.6666666666666667,-0.6666666666666667,-0.6666666666666667,3,3,3,1,1,1,2,2,2,0.0
bargaining,smtr_uniform,bargaining:64,3,2.0,1.3333333333333333,3.3333333333333335,1.3333333333333333,3,3,3,1,3,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:64,3,2.0,1.3333333333333333,3.3333333333333335,1.3333333333333333,1,3,1,1,3,1,0,0,0,0.9428090415820634
bargaining,no_memory,bargaining:64,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:64,4,0.9999999999999999,0.6666666666666666,1.6666666666666665,0.6666666666666666,6,6,6,1,2,1,1,1,1,0.0
bargaining,retrieval,bargaining:64,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,3,3,1,1,1,1,1,1,0.0
bargaining,smtr_uniform,bargaining:64,4,2.0,1.6666666666666665,2.6666666666666665,1.6666666666666665,2,2,2,1,2,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:64,4,2.0,1.6666666666666665,2.6666666666666665,1.6666666666666665,1,2,1,1,2,1,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:68,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:68,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,6,6,6,0,0,0,0,0,0,0.0
bargaining,retrieval,bargaining:68,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,3,3,0,0,0,0,0,0,0.0
bargaining,smtr_uniform,bargaining:68,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:68,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,no_memory,bargaining:68,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:68,1,3.0,3.3333333333333335,3.3333333333333335,2.3333333333333335,6,6,6,3,3,2,0,0,0,0.0
bargaining,retrieval,bargaining:68,1,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,3,3,3,1,1,0,0,0,0,0.0
bargaining,smtr_uniform,bargaining:68,1,3.0,3.3333333333333335,3.3333333333333335,2.3333333333333335,3,3,3,3,3,2,0,0,0,0.0
bargaining,smtr_receiver,bargaining:68,1,3.0,3.3333333333333335,3.3333333333333335,2.3333333333333335,3,3,2,3,3,2,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:68,2,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:68,2,-0.16666666666666666,-0.5,-0.5,0.5,6,6,6,0,0,1,1,1,1,0.0
bargaining,retrieval,bargaining:68,2,-0.16666666666666666,-0.5,-0.5,0.5,3,3,3,0,0,1,1,1,1,0.0
bargaining,smtr_uniform,bargaining:68,2,0.8333333333333334,0.5,0.5,1.5,1,1,1,0,0,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:68,2,0.8333333333333334,0.5,0.5,1.5,0,0,1,0,0,1,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:68,3,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:68,3,-0.5,-0.5,-0.5,-0.5,6,6,6,1,1,0,2,2,1,0.0
bargaining,retrieval,bargaining:68,3,1.1666666666666667,1.5,1.5,0.5,3,3,3,1,1,0,0,0,0,0.0
bargaining,smtr_uniform,bargaining:68,3,1.1666666666666667,1.5,1.5,0.5,1,1,1,1,1,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:68,3,1.1666666666666667,1.5,1.5,0.5,1,1,0,1,1,0,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:68,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:68,4,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,6,6,6,3,3,2,2,2,1,0.0
bargaining,retrieval,bargaining:68,4,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,3,3,3,1,1,1,1,1,0,0.0
bargaining,smtr_uniform,bargaining:68,4,3.0,3.3333333333333335,3.3333333333333335,2.3333333333333335,3,3,3,3,3,2,0,0,0,0.0
bargaining,smtr_receiver,bargaining:68,4,3.0,3.3333333333333335,3.3333333333333335,2.3333333333333335,3,3,2,3,3,2,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:69,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:69,0,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.3333333333333333,6,6,6,3,2,2,1,1,1,0.0
bargaining,retrieval,bargaining:69,0,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.3333333333333333,3,3,3,2,1,1,1,1,1,0.0
bargaining,smtr_uniform,bargaining:69,0,2.6666666666666665,3.3333333333333335,2.3333333333333335,2.3333333333333335,3,3,3,3,2,2,0,0,0,0.0
bargaining,smtr_receiver,bargaining:69,0,2.6666666666666665,3.3333333333333335,2.3333333333333335,2.3333333333333335,3,2,2,3,2,2,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:69,1,0.05555555555555555,0.0,0.0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:69,1,0.055555555555555546,0.0,1.0,-0.8333333333333334,6,6,6,0,1,0,0,0,1,0.0
bargaining,retrieval,bargaining:69,1,0.055555555555555546,0.0,1.0,-0.8333333333333334,3,3,3,0,1,0,0,0,1,0.0
bargaining,smtr_uniform,bargaining:69,1,0.05555555555555555,0.0,0.0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:69,1,0.3888888888888889,0.0,1.0,0.16666666666666666,0,1,0,0,1,0,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:69,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:69,2,-3.700743415417188e-17,0.3333333333333333,0.3333333333333333,-0.6666666666666667,6,6,6,1,1,1,1,1,2,0.0
bargaining,retrieval,bargaining:69,2,-3.700743415417188e-17,0.3333333333333333,0.3333333333333333,-0.6666666666666667,3,3,3,0,0,0,0,0,1,0.0
bargaining,smtr_uniform,bargaining:69,2,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1,1,1,1,1,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:69,2,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1,1,1,1,1,1,0,0,0,0.0
bargaining,no_memory,bargaining:69,3,0.05555555555555555,0.0,0.0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:69,3,1.0555555555555556,1.0,2.0,0.16666666666666666,6,6,6,1,2,1,0,0,1,0.0
bargaining,retrieval,bargaining:69,3,0.055555555555555546,0.0,1.0,-0.8333333333333334,3,3,3,0,1,0,0,0,1,0.0
bargaining,smtr_uniform,bargaining:69,3,1.0555555555555556,1.0,1.0,1.1666666666666667,1,1,1,1,1,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:69,3,1.388888888888889,1.0,2.0,1.1666666666666667,1,2,1,1,2,1,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:69,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:69,4,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.3333333333333333,6,6,6,2,1,1,0,0,0,0.0
bargaining,retrieval,bargaining:69,4,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.3333333333333333,3,3,3,1,0,0,0,0,0,0.0
bargaining,smtr_uniform,bargaining:69,4,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.3333333333333333,2,2,2,2,1,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:69,4,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.3333333333333333,2,1,1,2,1,1,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:7,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:7,0,-1.1666666666666667,-1.5,-1.5,-0.5,6,6,6,1,1,1,3,3,2,0.0
bargaining,retrieval,bargaining:7,0,0.5,0.5,0.5,0.5,3,3,3,1,1,1,1,1,1,0.0
bargaining,smtr_uniform,bargaining:7,0,1.5,1.5,1.5,1.5,1,1,1,1,1,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:7,0,1.5,1.5,1.5,1.5,1,1,1,1,1,1,0,0,0,0.0
bargaining,no_memory,bargaining:7,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:7,1,-0.16666666666666666,-0.5,-0.5,0.5,6,6,6,1,1,1,2,2,1,0.0
bargaining,retrieval,bargaining:7,1,1.5,1.5,1.5,1.5,3,3,3,1,1,1,0,0,0,0.0
bargaining,smtr_uniform,bargaining:7,1,1.5,1.5,1.5,1.5,1,1,1,1,1,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:7,1,1.5,1.5,1.5,1.5,1,1,1,1,1,1,0,0,0,0.0
bargaining,no_memory,bargaining:7,2,0.5555555555555555,0.5,0.6666666666666666,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:7,2,-0.4444444444444445,-0.5,-1.3333333333333335,0.5,6,6,6,0,0,1,1,2,1,0.0
bargaining,retrieval,bargaining:7,2,0.5555555555555555,0.5,0.6666666666666666,0.5,3,3,3,0,0,0,0,0,0,0.0
bargaining,smtr_uniform,bargaining:7,2,0.5555555555555555,0.5,0.6666666666666666,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:7,2,0.8888888888888888,0.5,0.6666666666666666,1.5,0,0,1,0,0,1,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:7,3,0.38888888888888884,0.3333333333333333,0.5,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:7,3,0.38888888888888884,0.3333333333333333,-0.5,1.3333333333333333,6,6,6,1,1,2,1,2,1,0.0
bargaining,retrieval,bargaining:7,3,0.38888888888888884,0.3333333333333333,0.5,0.3333333333333333,3,3,3,1,1,1,1,1,1,0.0
bargaining,smtr_uniform,bargaining:7,3,1.3888888888888886,1.3333333333333333,1.5,1.3333333333333333,1,1,1,1,1,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:7,3,1.722222222222222,1.3333333333333333,1.5,2.3333333333333335,1,1,2,1,1,2,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:7,4,0.5555555555555555,0.5,0.6666666666666666,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:7,4,-1.4444444444444446,-1.5,-2.3333333333333335,-0.5,6,6,6,0,0,1,2,3,2,0.0
bargaining,retrieval,bargaining:7,4,-0.4444444444444445,-0.5,-0.33333333333333337,-0.5,3,3,3,0,0,0,1,1,1,0.0
bargaining,smtr_uniform,bargaining:7,4,0.5555555555555555,0.5,0.6666666666666666,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:7,4,0.8888888888888888,0.5,0.6666666666666666,1.5,0,0,1,0,0,1,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:70,0,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:70,0,0.5555555555555556,1.1666666666666667,0.16666666666666666,0.3333333333333333,6,6,6,1,0,1,0,0,1,0.0
bargaining,retrieval,bargaining:70,0,0.5555555555555556,1.1666666666666667,0.16666666666666666,0.3333333333333333,3,3,3,1,0,1,0,0,1,0.0
bargaining,smtr_uniform,bargaining:70,0,0.888888888888889,1.1666666666666667,0.16666666666666666,1.3333333333333333,1,1,1,1,0,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:70,0,0.888888888888889,1.1666666666666667,0.16666666666666666,1.3333333333333333,1,0,1,1,0,1,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:70,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:70,1,0.33333333333333326,1.3333333333333333,-0.6666666666666667,0.3333333333333333,6,6,6,3,1,2,2,2,2,0.0
bargaining,retrieval,bargaining:70,1,0.6666666666666666,1.3333333333333333,-0.6666666666666667,1.3333333333333333,3,3,3,2,0,2,1,1,1,0.0
bargaining,smtr_uniform,bargaining:70,1,2.3333333333333335,3.3333333333333335,1.3333333333333333,2.3333333333333335,3,3,3,3,1,2,0,0,0,0.0
bargaining,smtr_receiver,bargaining:70,1,2.3333333333333335,3.3333333333333335,1.3333333333333333,2.3333333333333335,3,1,2,3,1,2,0,0,0,0.816496580927726
bargaining,no_memory,bargaining:70,2,0.5555555555555555,0.5,0.5,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:70,2,1.222222222222222,1.5,2.5,-0.33333333333333337,6,6,6,2,3,0,1,1,1,0.0
bargaining,retrieval,bargaining:70,2,1.222222222222222,1.5,2.5,-0.33333333333333337,3,3,3,1,2,0,0,0,1,0.0
bargaining,smtr_uniform,bargaining:70,2,1.888888888888889,2.5,3.5,-0.33333333333333337,3,3,3,2,3,0,0,0,1,0.0
bargaining,smtr_receiver,bargaining:70,2,2.2222222222222223,2.5,3.5,0.6666666666666666,2,3,0,2,3,0,0,0,0,1.247219128924647
bargaining,no_memory,bargaining:70,3,0.5555555555555555,0.5,0.5,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:70,3,-0.4444444444444445,-0.5,-0.5,-0.33333333333333337,6,6,6,0,0,0,1,1,1,0.0
bargaining,retrieval,bargaining:70,3,0.2222222222222222,0.5,0.5,-0.33333333333333337,3,3,3,0,0,0,0,0,1,0.0
bargaining,smtr_uniform,bargaining:70,3,0.5555555555555555,0.5,0.5,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:70,3,0.5555555555555555,0.5,0.5,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,no_memory,bargaining:70,4,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:70,4,0.5555555555555556,1.1666666666666667,0.16666666666666666,0.3333333333333333,6,6,6,2,1,1,1,1,1,0.0
bargaining,retrieval,bargaining:70,4,0.5555555555555556,1.1666666666666667,0.16666666666666666,0.3333333333333333,3,3,3,1,0,1,0,0,1,0.0
bargaining,smtr_uniform,bargaining:70,4,1.5555555555555554,2.1666666666666665,1.1666666666666667,1.3333333333333333,2,2,2,2,1,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:70,4,1.5555555555555554,2.1666666666666665,1.1666666666666667,1.3333333333333333,2,1,1,2,1,1,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:71,0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:71,0,0.1666666666666667,-0.16666666666666663,-0.16666666666666663,0.8333333333333334,6,6,6,0,0,1,1,1,1,0.0
bargaining,retrieval,bargaining:71,0,1.1666666666666667,0.8333333333333334,0.8333333333333334,1.8333333333333335,3,3,3,0,0,1,0,0,0,0.0
